id,name,gender,yearOfBirth,birthCity,birthState,yearOfDeath,deathCity,deathState,url
705,"Baumeister, Willi",None,1889,Stuttgart,Deutschland,1955,Stuttgart,Deutschland,http://www.tate.org.uk/art/artists/willi-baumeister-705
706,"Baumgarten, Lothar",None,1944,Rheinsberg,Deutschland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/lothar-baumgarten-706
707,"Bawden, Edward",None,1903,Braintree,Unknown,1989,Essex,United Kingdom,http://www.tate.org.uk/art/artists/edward-bawden-707
708,"Bawden, Richard",None,1936,Essex,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/richard-bawden-708
709,"Baxter, Glen",None,1944,Leeds,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/glen-baxter-709
710,"Baxter, Iain",None,1936,England,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/iain-baxter-710
2413,"Baxter, Thomas Tennant",None,1894,Unknown,Unknown,1947,Unknown,Unknown,http://www.tate.org.uk/art/artists/thomas-tennant-baxter-2413
711,"Bayer, Herbert",None,1900,Haag am Hausruck,Österreich,1985,Santa Barbara,United States,http://www.tate.org.uk/art/artists/herbert-bayer-711
712,"Bayes, Gilbert",None,1872,London,United Kingdom,1953,London,United Kingdom,http://www.tate.org.uk/art/artists/gilbert-bayes-712
713,"Bayes, Walter",None,1869,London,United Kingdom,1956,London,United Kingdom,http://www.tate.org.uk/art/artists/walter-bayes-713
6275,"Baynard, Ed",None,1940,Washington,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/ed-baynard-6275
714,"Baziotes, William",None,1912,Pittsburgh,United States,1963,New York,United States,http://www.tate.org.uk/art/artists/william-baziotes-714
27,"Beach, Thomas",None,1738,Dorset,United Kingdom,1806,Dorchester,Unknown,http://www.tate.org.uk/art/artists/thomas-beach-27
2306,"Beale, Mary",None,1633,Barrow,United Kingdom,1699,London,United Kingdom,http://www.tate.org.uk/art/artists/mary-beale-2306
715,"Beament, Tib",None,1941,Canada,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/tib-beament-715
2705,"Beard, John",None,1943,Aberdare,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-beard-2705
716,"Beardsley, Aubrey",None,1872,Brighton,United Kingdom,1898,Menton,France,http://www.tate.org.uk/art/artists/aubrey-beardsley-716
28,"Beare, George",None,1743,Unknown,Unknown,1749,Andover,United Kingdom,http://www.tate.org.uk/art/artists/george-beare-28
717,"Beattie, Basil",None,1935,Hartlepool,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/basil-beattie-717
29,"Beaumont, Sir George Howland, Bt",None,1753,Great Dunmow,United Kingdom,1827,Leicestershire,United Kingdom,http://www.tate.org.uk/art/artists/sir-george-howland-beaumont-bt-29
10983,"Beban, Breda",None,1952,Novi Sad,Jugoslavija,2012,Unknown,Unknown,http://www.tate.org.uk/art/artists/breda-beban-10983
718,"Becher, Prof. Bernd",None,1931,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/bernd-becher-and-hilla-becher-718
2557,"Becker, Ferdinand",None,1793,Unknown,Unknown,1825,Unknown,Unknown,http://www.tate.org.uk/art/artists/ferdinand-becker-2557
719,"Becker, Harald",None,1940,Deutschland,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/harald-becker-719
6303,"Beckley, Bill",None,1946,Hamburg,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/bill-beckley-6303
720,"Beckmann, Max",None,1884,Leipzig,Deutschland,1950,New York,United States,http://www.tate.org.uk/art/artists/max-beckmann-720
9118,"Bedia, Jose",None,1959,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jose-bedia-9118
30,"Beechey, Sir William",None,1753,Burford,United Kingdom,1839,Hampstead,United Kingdom,http://www.tate.org.uk/art/artists/sir-william-beechey-30
721,"Beer, Richard",None,1928,London,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/richard-beer-721
722,"Beerbohm, Sir Max",None,1872,London,United Kingdom,1956,Rapallo,Italia,http://www.tate.org.uk/art/artists/sir-max-beerbohm-722
723,"Beeton, Alan",None,1880,Hampstead,United Kingdom,1942,Reading,United Kingdom,http://www.tate.org.uk/art/artists/alan-beeton-723
724,"Beggs, Guy",None,1947,Durban,South Africa,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/guy-beggs-724
31,"Behnes, William",None,1795,London,United Kingdom,1864,London,United Kingdom,http://www.tate.org.uk/art/artists/william-behnes-31
725,"Belcher, George",None,1875,Greater London,United Kingdom,1947,Chiddingfold,United Kingdom,http://www.tate.org.uk/art/artists/george-belcher-725
11822,"Belhaj-Kacem, Mehdi",None,1973,Paris,France,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/mehdi-belhaj-kacem-11822
726,"Bell, Graham",None,1910,South Africa,Unknown,1943,Unknown,Unknown,http://www.tate.org.uk/art/artists/graham-bell-726
32,"Bell, John Zephaniah",None,1794,Dundee,United Kingdom,1883,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-zephaniah-bell-32
727,"Bell, Larry",None,1939,Chicago,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/larry-bell-727
728,"Bell, Laura Anning",None,1867,France,Unknown,1950,London,United Kingdom,http://www.tate.org.uk/art/artists/laura-anning-bell-728
729,"Bell, Robert Anning",None,1863,London,United Kingdom,1933,London,United Kingdom,http://www.tate.org.uk/art/artists/robert-anning-bell-729
730,"Bell, Trevor",None,1930,Leeds,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/trevor-bell-730
731,"Bell, Vanessa",None,1879,Kensington,United Kingdom,1961,West Sussex,United Kingdom,http://www.tate.org.uk/art/artists/vanessa-bell-731
732,"Bellany, John",None,1942,Port Seton,United Kingdom,2013,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-bellany-732
733,"Bellegarde, Claude",None,1927,Paris,France,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/claude-bellegarde-733
735,"Bellingham-Smith, Elinor",None,1906,London,United Kingdom,1988,Ipswich,United Kingdom,http://www.tate.org.uk/art/artists/elinor-bellingham-smith-735
736,"Bellmer, Hans",None,1902,Katowice,Polska,1975,Paris,France,http://www.tate.org.uk/art/artists/hans-bellmer-736
2618,"Belloguet, A.",None,1800,Unknown,Unknown,1899,Unknown,Unknown,http://www.tate.org.uk/art/artists/a-belloguet-2618
2549,"Benazech, Peter Paul",None,1744,Unknown,Unknown,1783,Unknown,Unknown,http://www.tate.org.uk/art/artists/peter-paul-benazech-2549
18264,"Bendix Skyum Larsen, Nikolaj",None,1971,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/nikolaj-bendix-skyum-larsen-18264
7290,"Benglis, Lynda",None,1941,Louisiana,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/lynda-benglis-7290
737,"Benjamin, Anthony",None,1931,Hampshire,United Kingdom,2002,London,United Kingdom,http://www.tate.org.uk/art/artists/anthony-benjamin-737
33,"Bennett, William",None,1811,Unknown,Unknown,1871,Unknown,Unknown,http://www.tate.org.uk/art/artists/william-bennett-33
738,"Benois, Alexander",None,1870,Sankt-Peterburg,Rossiya,1960,Paris,France,http://www.tate.org.uk/art/artists/alexander-benois-738
739,"Benois, Nadia",None,1896,Sankt-Peterburg,Rossiya,1975,Gloucestershire,United Kingdom,http://www.tate.org.uk/art/artists/nadia-benois-739
2240,"Benrath, Frédéric",None,1930,Chatou,France,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/frederic-benrath-2240
740,"Benson, Abraham Harris",None,1878,London,United Kingdom,1929,London,United Kingdom,http://www.tate.org.uk/art/artists/abraham-harris-benson-740
741,"Béraud, Jean",None,1849,Sankt-Peterburg,Rossiya,1935,Paris,France,http://www.tate.org.uk/art/artists/jean-beraud-741
742,"Berber, Mersad",None,1940,Bosanski Petrovac,Bosna i Hercegovina,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/mersad-berber-742
743,"Berg, Adrian",None,1929,London,United Kingdom,2011,Brighton,United Kingdom,http://www.tate.org.uk/art/artists/adrian-berg-743
18242,"Bergvall, Caroline",None,1962,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/caroline-bergvall-18242
2481,"Berkeley, Rev C J R",None,0,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/rev-c-j-r-berkeley-2481
744,"Berman, Eugène",None,1899,Sankt-Peterburg,Rossiya,1972,Roma,Italia,http://www.tate.org.uk/art/artists/eugene-berman-744
745,"Bernik, Janez",None,1933,Slovenija,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/janez-bernik-745
746,"Berry, John, CBE",None,1925,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-berry-746
2234,"Berthot, Jake",None,1939,Niagara Falls,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jake-berthot-2234
34,"Bettes, John",None,1531,Unknown,Unknown,1570,London,United Kingdom,http://www.tate.org.uk/art/artists/john-bettes-34
747,"Beuys, Joseph",None,1921,Krefeld,Deutschland,1986,Düsseldorf,Deutschland,http://www.tate.org.uk/art/artists/joseph-beuys-747
748,"Bevan, Robert",None,1865,Hove,United Kingdom,1925,London,United Kingdom,http://www.tate.org.uk/art/artists/robert-bevan-748
2371,"Bevan, Tony",None,1951,Bradford,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/tony-bevan-2371
35,"Bewick, Thomas",None,1753,England,United Kingdom,1828,Gateshead,Unknown,http://www.tate.org.uk/art/artists/thomas-bewick-35
5469,"Bhimji, Zarina",None,1963,Mbarara,Uganda,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/zarina-bhimji-5469
749,"Bicât, André",None,1909,Essex,United Kingdom,1996,Unknown,Unknown,http://www.tate.org.uk/art/artists/andre-bicat-749
2296,"Bickerton, Ashley",None,1959,Barbados,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/ashley-bickerton-2296
750,"Biederman, Charles",None,1906,Cleveland,United States,2004,Unknown,Unknown,http://www.tate.org.uk/art/artists/charles-biederman-750
15999,"Biermann, Aenne",None,1893,Goch,Deutschland,1933,Gera,Deutschland,http://www.tate.org.uk/art/artists/aenne-biermann-15999
1658,"Bigge, John",None,1892,Oxford,United Kingdom,1973,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-bigge-sir-john-amherst-selby-bigge-bt-1658
12110,"Bill, Simon",None,1958,Kingston-upon-Thames,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/simon-bill-12110
2749,"Billingham, Richard",None,1970,Birmingham,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/richard-billingham-2749
751,"Binning, Bertram",None,1909,Alberta,Canada,1976,West Vancouver,Canada,http://www.tate.org.uk/art/artists/bertram-binning-751
752,"Bionda, Mario",None,1913,Torino,Italia,1985,Milano,Italia,http://www.tate.org.uk/art/artists/mario-bionda-752
753,"Birch, Samuel John Lamorna",None,1869,Egremont,Unknown,1955,England,United Kingdom,http://www.tate.org.uk/art/artists/samuel-john-lamorna-birch-753
36,"Bird, Edward",None,1762,Wolverhampton,United Kingdom,1819,London,United Kingdom,http://www.tate.org.uk/art/artists/edward-bird-36
754,"Bird, John",None,1945,Doncaster,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-bird-754
16782,"Birdhead (Ji Weiyu, born 1980; Song Tao, born 1979)",None,2004,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/birdhead-ji-weiyu-born-1980-song-tao-born-1979-16782
755,"Bishop, Henry",None,1868,London,United Kingdom,1939,London,United Kingdom,http://www.tate.org.uk/art/artists/henry-bishop-755
756,"Bissier, Julius",None,1893,Freiburg im Breisgau,Deutschland,1965,Ascona,Schweiz,http://www.tate.org.uk/art/artists/julius-bissier-756
757,"Bissière, Roger",None,1886,Lot-et-Garonne,France,1964,Lot,France,http://www.tate.org.uk/art/artists/roger-bissiere-757
758,"Bissill, George",None,1896,Fairford,United Kingdom,1973,Unknown,Unknown,http://www.tate.org.uk/art/artists/george-bissill-758
6500,"Bjørlo, Per Inge",None,1952,Ålesund,Norge,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/per-inge-bjrlo-6500
9260,Black Audio Film Collective (John Akomfrah; Reece Auguis; Edward George; Lina Gopaul; Avril Johnson; David Lawson; Trevo,None,1958,Unknown,Unknown,1998,Unknown,Unknown,http://www.tate.org.uk/art/artists/black-audio-film-collective-john-akomfrah-reece-auguis-edward-george-lina-gopaul-avril-9260
11563,"Black, Karla",None,1972,Alexandria,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/karla-black-11563
759,"Black, Sheila",None,0,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/sheila-black-759
760,"Blackadder, Elizabeth",None,1931,Falkirk,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/elizabeth-blackadder-760
761,"Blacker, Kate",None,1955,Petersfield,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/kate-blacker-761
2245,"Blais, Jean-Charles",None,1956,Nantes,France,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jean-charles-blais-2245
37,"Blake, Benjamin",None,1790,Unknown,Unknown,1830,Unknown,Unknown,http://www.tate.org.uk/art/artists/benjamin-blake-37
762,"Blake, John",None,1945,Rhode Island,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-blake-762
763,"Blake, Peter",None,1932,Dartford,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/peter-blake-763
38,"Blake, Robert",None,1762,London,United Kingdom,1787,London,United Kingdom,http://www.tate.org.uk/art/artists/robert-blake-38
39,"Blake, William",None,1757,London,United Kingdom,1827,London,United Kingdom,http://www.tate.org.uk/art/artists/william-blake-39
764,"Blamey, Norman",None,1914,London,United Kingdom,2000,Unknown,Unknown,http://www.tate.org.uk/art/artists/norman-blamey-764
765,"Blanche, Jacques-Emile",None,1861,Auteuil,Unknown,1942,Paris,France,http://www.tate.org.uk/art/artists/jacques-emile-blanche-765
766,"Bland, Beatrice",None,1864,Lincolnshire,United Kingdom,1951,London,United Kingdom,http://www.tate.org.uk/art/artists/beatrice-bland-766
767,"Blaymires, Charles Henry",None,1908,Unknown,Unknown,1970,Unknown,Unknown,http://www.tate.org.uk/art/artists/charles-henry-blaymires-767
2759,"Bleckner, Ross",None,1949,New York,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/ross-bleckner-2759
3652,"Blees Luxemburg, Rut",None,1967,Deutschland,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/rut-blees-luxemburg-3652
768,"Bliss, Douglas Percy",None,1900,Karachi,Pakistan,1984,Unknown,Unknown,http://www.tate.org.uk/art/artists/douglas-percy-bliss-768
769,"Bloch, Martin",None,1883,Schlesien,Unknown,1954,London,United Kingdom,http://www.tate.org.uk/art/artists/martin-bloch-769
13711,"Blom, Ansuya",None,1956,Groningen,Nederland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/ansuya-blom-13711
2229,"Blore, Edward",None,1789,Stamford,United Kingdom,1879,London,United Kingdom,http://www.tate.org.uk/art/artists/edward-blore-2229
770,"Blow, Sandra",None,1925,London,United Kingdom,2006,Unknown,Unknown,http://www.tate.org.uk/art/artists/sandra-blow-770
13048,"Bo, Hou",None,1924,Zhonghua,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/hou-bo-13048
771,"Boccioni, Umberto",None,1882,Reggio di Calabria,Italia,1916,Veneto,Italia,http://www.tate.org.uk/art/artists/umberto-boccioni-771
772,"Bochner, Mel",None,1940,Pittsburgh,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/mel-bochner-772
773,"Bock, Théophile de",None,1851,s Gravenhage,Nederland,1904,Haarlem,Nederland,http://www.tate.org.uk/art/artists/theophile-de-bock-773
774,"Boden, Neville",None,1929,South Africa,Unknown,1996,Unknown,Unknown,http://www.tate.org.uk/art/artists/neville-boden-774
40,"Boehm, Sir Joseph Edgar",None,1834,Wien,Österreich,1890,London,United Kingdom,http://www.tate.org.uk/art/artists/sir-joseph-edgar-boehm-40
7713,"Boetti, Alighiero",None,1940,Torino,Italia,1994,Unknown,Unknown,http://www.tate.org.uk/art/artists/alighiero-e-boetti-7713
9822,"Bohm, Dorothy",None,1924,Königsberg in Bayern,Deutschland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/dorothy-bohm-9822
775,"Boisvert, Gilles",None,1940,Québec,Canada,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/gilles-boisvert-775
2740,"Boitard, Louis Philippe",None,1734,France,Unknown,1760,Unknown,Unknown,http://www.tate.org.uk/art/artists/louis-philippe-boitard-2740
2305,"Boltanski, Christian",None,1944,Paris,France,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/christian-boltanski-2305
776,"Bolus, Michael",None,1934,South Africa,Unknown,2013,Unknown,Unknown,http://www.tate.org.uk/art/artists/michael-bolus-776
777,"Bomberg, David",None,1890,Birmingham,United Kingdom,1957,London,United Kingdom,http://www.tate.org.uk/art/artists/david-bomberg-777
2586,"Bond, Henry",None,1966,Great Britain,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/henry-bond-2586
778,"Bone, Sir Muirhead",None,1876,Unknown,Unknown,1953,Oxford,United Kingdom,http://www.tate.org.uk/art/artists/sir-muirhead-bone-778
779,"Bone, Stephen",None,1904,London,United Kingdom,1958,London,United Kingdom,http://www.tate.org.uk/art/artists/stephen-bone-779
780,"Bonechi, Lorenzo",None,1955,Figline Valdarno,Italia,1994,Unknown,Unknown,http://www.tate.org.uk/art/artists/lorenzo-bonechi-780
41,"Bonington, Richard Parkes",None,1802,Arnold,United Kingdom,1828,London,United Kingdom,http://www.tate.org.uk/art/artists/richard-parkes-bonington-41
781,"Bonnard, Pierre",None,1867,Fontenay-aux-Roses,France,1947,Cannet,le,http://www.tate.org.uk/art/artists/pierre-bonnard-781
782,"Bontecou, Lee",None,1931,Providence,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/lee-bontecou-782
13195,"Booth, L",None,0,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/l-booth-13195
2702,"Borland, Christine",None,1965,Darvel,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/christine-borland-2702
783,"Bornfriend, Jacob",None,1904,Ceská Republika,Unknown,1976,Unknown,Unknown,http://www.tate.org.uk/art/artists/jacob-bornfriend-783
784,"Borofsky, Jonathan",None,1942,Boston,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jonathan-borofsky-784
42,"Borseller, Peter",None,1644,Unknown,Unknown,1687,Unknown,Unknown,http://www.tate.org.uk/art/artists/peter-borseller-42
785,"Boshier, Derek",None,1937,Portsmouth,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/derek-boshier-785
786,"Bosman, Richard",None,1944,Madras,Bharat,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/richard-bosman-786
787,"Boswell, James",None,1906,Westport,New Zealand,1971,Unknown,Unknown,http://www.tate.org.uk/art/artists/james-boswell-787
2684,"Boty, Pauline",None,1938,Surrey,United Kingdom,1966,London,United Kingdom,http://www.tate.org.uk/art/artists/pauline-boty-2684
43,"Bough, Samuel",None,1822,Carlisle,United Kingdom,1878,Edinburgh,United Kingdom,http://www.tate.org.uk/art/artists/samuel-bough-43
44,"Boughton, George Henry",None,1833,Norwich,United Kingdom,1905,London,United Kingdom,http://www.tate.org.uk/art/artists/george-henry-boughton-44
788,"Boumans, Bart",None,1940,Deventer,Nederland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/bart-boumans-788
